#;Date-Time (CEST);Temperature   (°C);RH   (%);Dew Point   (°C);Started;Host Connected;End of File;LogID
1421;04/29/2025 06:00:00;8,9;77,64;5,21;;;;7
1422;04/29/2025 06:15:00;9,18;77,47;5,45;;;;7
1423;04/29/2025 06:30:00;9,25;77,73;5,58;;;;7
1424;04/29/2025 06:45:00;9,26;78,35;5,7;;;;7
1425;04/29/2025 07:00:00;9,55;79,1;6,12;;;;7
1426;04/29/2025 07:15:00;10,31;78,2;6,7;;;;7
1427;04/29/2025 07:30:00;11,12;76,35;7,13;;;;7
1428;04/29/2025 07:45:00;11,66;74,86;7,36;;;;7
1429;04/29/2025 08:00:00;11,99;75,03;7,71;;;;7
1430;04/29/2025 08:15:00;12,14;75,3;7,91;;;;7
1431;04/29/2025 08:30:00;12,08;75,46;7,89;;;;7
1432;04/29/2025 08:45:00;11,97;76,76;8,03;;;;7
1433;04/29/2025 09:00:00;11,86;77,97;8,15;;;;7
1434;04/29/2025 09:15:00;11,58;78,11;7,91;;;;7
1435;04/29/2025 09:30:00;11,28;79,8;7,93;;;;7
1436;04/29/2025 09:45:00;10,93;81,4;7,88;;;;7
1437;04/29/2025 10:00:00;10,42;82,54;7,59;;;;7
1438;04/29/2025 10:15:00;10,37;83,92;7,78;;;;7
1439;04/29/2025 10:30:00;10,59;83,95;8,01;;;;7
1440;04/29/2025 10:45:00;10,7;83,82;8,09;;;;7
1441;04/29/2025 11:00:00;10,81;83,54;8,14;;;;7
1442;04/29/2025 11:15:00;10,92;83,18;8,19;;;;7
1443;04/29/2025 11:30:00;11,31;82,66;8,48;;;;7
1444;04/29/2025 11:45:00;11,85;81,01;8,71;;;;7
1445;04/29/2025 12:00:00;12,11;78,9;8,57;;;;7
1446;04/29/2025 12:15:00;12,76;76,91;8,83;;;;7
1447;04/29/2025 12:30:00;12,82;76,37;8,79;;;;7
1448;04/29/2025 12:45:00;13,38;74,9;9,04;;;;7
1449;04/29/2025 13:00:00;13,93;74,53;9,49;;;;7
1450;04/29/2025 13:15:00;14,28;70,78;9,07;;;;7
1451;04/29/2025 13:30:00;13,98;71,38;8,9;;;;7
1452;04/29/2025 13:45:00;14,28;72,68;9,46;;;;7
1453;04/29/2025 14:00:00;14,59;71,22;9,46;;;;7
1454;04/29/2025 14:15:00;15,37;67,94;9,49;;;;7
1455;04/29/2025 14:30:00;15,36;68,2;9,54;;;;7
1456;04/29/2025 14:45:00;15,61;67,37;9,61;;;;7
1457;04/29/2025 15:00:00;15,58;69,11;9,96;;;;7
1458;04/29/2025 15:15:00;15,81;67,81;9,89;;;;7
1459;04/29/2025 15:30:00;16,47;64,5;9,77;;;;7
1460;04/29/2025 15:45:00;16,49;65,05;9,92;;;;7
1461;04/29/2025 16:00:00;16,58;64,02;9,76;;;;7
1462;04/29/2025 16:15:00;16,5;63,24;9,51;;;;7
1463;04/29/2025 16:30:00;16,54;62,28;9,31;;;;7
1464;04/29/2025 16:45:00;16,41;62,39;9,22;;;;7
1465;04/29/2025 17:00:00;16,47;60,75;8,88;;;;7
1466;04/29/2025 17:15:00;16,43;61,52;9,03;;;;7
1467;04/29/2025 17:30:00;15,91;62,91;8,87;;;;7
1468;04/29/2025 17:45:00;16,1;62,79;9,02;;;;7
1469;04/29/2025 18:00:00;16,1;60,44;8,45;;;;7
1470;04/29/2025 18:15:00;16,05;62,07;8,81;;;;7
1471;04/29/2025 18:30:00;16,05;64,68;9,42;;;;7
1472;04/29/2025 18:45:00;15,99;64,13;9,23;;;;7
1473;04/29/2025 19:00:00;15,75;65,57;9,33;;;;7
1474;04/29/2025 19:15:00;15,47;67,07;9,4;;;;7
1475;04/29/2025 19:30:00;14,93;68,32;9,16;;;;7
1476;04/29/2025 19:45:00;14,43;69,92;9,03;;;;7
1477;04/29/2025 20:00:00;14,21;70,96;9,03;;;;7
1478;04/29/2025 20:15:00;13,92;71,56;8,88;;;;7
1479;04/29/2025 20:30:00;13,59;72,79;8,81;;;;7
1480;04/29/2025 20:45:00;13,03;73,95;8,51;;;;7
1481;04/29/2025 21:00:00;12,2;76,28;8,16;;;;7
1482;04/29/2025 21:15:00;11,3;77,98;7,61;;;;7
1483;04/29/2025 21:30:00;10,6;80,48;7,4;;;;7
1484;04/29/2025 21:45:00;10,11;82,13;7,21;;;;7
1485;04/29/2025 22:00:00;9,54;81,96;6,62;;;;7
1486;04/29/2025 22:15:00;9,1;83,5;6,47;;;;7
1487;04/29/2025 22:30:00;8,83;84,25;6,33;;;;7
1488;04/29/2025 22:45:00;9,07;86,03;6,87;;;;7
1489;04/29/2025 23:00:00;9,12;86,43;6,99;;;;7
1490;04/29/2025 23:15:00;9,37;87,05;7,34;;;;7
1491;04/29/2025 23:30:00;9,97;85,8;7,71;;;;7
1492;04/29/2025 23:45:00;10,77;83,91;8,17;;;;7
1493;04/30/2025 00:00:00;11,39;81,39;8,33;;;;7
1494;04/30/2025 00:15:00;11,53;80,46;8,29;;;;7
1495;04/30/2025 00:30:00;11,61;80,13;8,32;;;;7
1496;04/30/2025 00:45:00;11,51;80,26;8,24;;;;7
1497;04/30/2025 01:00:00;11,42;80,9;8,27;;;;7
1498;04/30/2025 01:15:00;11,38;81,26;8,29;;;;7
1499;04/30/2025 01:30:00;11,2;81,59;8,18;;;;7
1500;04/30/2025 01:45:00;11,09;82,08;8,16;;;;7
1501;04/30/2025 02:00:00;11,09;82,34;8,2;;;;7
1502;04/30/2025 02:15:00;11;82,6;8,17;;;;7
1503;04/30/2025 02:30:00;10,75;82,98;7,99;;;;7
1504;04/30/2025 02:45:00;10,51;83,7;7,88;;;;7
1505;04/30/2025 03:00:00;10,36;84,02;7,79;;;;7
1506;04/30/2025 03:15:00;10,25;84,41;7,75;;;;7
1507;04/30/2025 03:30:00;10,2;84,81;7,77;;;;7
1508;04/30/2025 03:45:00;10,14;85,05;7,75;;;;7
1509;04/30/2025 04:00:00;10,07;85,35;7,73;;;;7
1510;04/30/2025 04:15:00;9,93;85,19;7,57;;;;7
1511;04/30/2025 04:30:00;9,46;84,85;7,05;;;;7
1512;04/30/2025 04:45:00;8,93;85,18;6,59;;;;7
1513;04/30/2025 05:00:00;8,97;87,24;6,98;;;;7
1514;04/30/2025 05:15:00;9,31;87,62;7,37;;;;7
1515;04/30/2025 05:30:00;9,24;87,05;7,21;;;;7
1516;04/30/2025 05:45:00;9,01;87,07;6,98;;;;7
1517;04/30/2025 06:00:00;8,73;87,01;6,69;;;;7
1518;04/30/2025 06:15:00;8,53;87,15;6,53;;;;7
1519;04/30/2025 06:30:00;8,43;87,51;6,48;;;;7
1520;04/30/2025 06:45:00;8,62;88,11;6,77;;;;7
1521;04/30/2025 07:00:00;9,04;88,49;7,25;;;;7
1522;04/30/2025 07:15:00;9,41;88,35;7,59;;;;7
1523;04/30/2025 07:30:00;9,86;88,08;7,99;;;;7
1524;04/30/2025 07:45:00;10,57;86,79;8,47;;;;7
1525;04/30/2025 08:00:00;11,17;85,23;8,8;;;;7
1526;04/30/2025 08:15:00;11,33;84,1;8,76;;;;7
1527;04/30/2025 08:30:00;11,74;83,52;9,05;;;;7
1528;04/30/2025 08:45:00;11,79;83,08;9,03;;;;7
1529;04/30/2025 09:00:00;12,26;82,7;9,41;;;;7
1530;04/30/2025 09:15:00;12,97;79,81;9,58;;;;7
1531;04/30/2025 09:30:00;13,34;79,11;9,81;;;;7
1532;04/30/2025 09:45:00;14,05;74,65;9,63;;;;7
1533;04/30/2025 10:00:00;14,54;71,68;9,5;;;;7
1534;04/30/2025 10:15:00;15,02;71,11;9,85;;;;7
1535;04/30/2025 10:30:00;15,73;68,71;10,01;;;;7
1536;04/30/2025 10:45:00;15,96;67,67;10;;;;7
1537;04/30/2025 11:00:00;16,11;65,72;9,71;;;;7
1538;04/30/2025 11:15:00;16,2;64,53;9,53;;;;7
1539;04/30/2025 11:30:00;16,5;64,82;9,88;;;;7
1540;04/30/2025 11:45:00;16,66;63,8;9,79;;;;7
1541;04/30/2025 12:00:00;16,61;64,07;9,81;;;;7
1542;04/30/2025 12:15:00;16,89;64,72;10,22;;;;7
1543;04/30/2025 12:30:00;16,71;63,78;9,83;;;;7
1544;04/30/2025 12:45:00;16,24;65,87;9,86;;;;7
1545;04/30/2025 13:00:00;16,13;64,87;9,53;;;;7
1546;04/30/2025 13:15:00;16,3;66,06;9,97;;;;7
1547;04/30/2025 13:30:00;15,99;67,04;9,89;;;;7
1548;04/30/2025 13:45:00;16,01;66,29;9,74;;;;7
1549;04/30/2025 14:00:00;16,03;66,09;9,72;;;;7
1550;04/30/2025 14:15:00;16,28;65,93;9,92;;;;7
1551;04/30/2025 14:30:00;16,49;62,79;9,39;;;;7
1552;04/30/2025 14:45:00;16,36;65,43;9,88;;;;7
1553;04/30/2025 15:00:00;16,76;64,07;9,95;;;;7
1554;04/30/2025 15:15:00;17,1;64,52;10,38;;;;7
1555;04/30/2025 15:30:00;17,19;61,94;9,85;;;;7
1556;04/30/2025 15:45:00;17,17;60,02;9,36;;;;7
1557;04/30/2025 16:00:00;17,45;61,63;10,02;;;;7
1558;04/30/2025 16:15:00;17,75;57,54;9,28;;;;7
1559;04/30/2025 16:30:00;17,62;57,94;9,26;;;;7
1560;04/30/2025 16:45:00;17,53;58,23;9,25;;;;7
1561;04/30/2025 17:00:00;17,3;58,49;9,1;;;;7
1562;04/30/2025 17:15:00;17,24;58,37;9,02;;;;7
1563;04/30/2025 17:30:00;17,17;59,16;9,14;;;;7
1564;04/30/2025 17:45:00;16,75;60,18;9,01;;;;7
1565;04/30/2025 18:00:00;16,33;60,53;8,7;;;;7
1566;04/30/2025 18:15:00;15,98;61,84;8,68;;;;7
1567;04/30/2025 18:30:00;15,73;62,6;8,63;;;;7
1568;04/30/2025 18:45:00;15,42;62,78;8,38;;;;7
1569;04/30/2025 19:00:00;15,4;61,18;7,97;;;;7
1570;04/30/2025 19:15:00;15,57;62,18;8,38;;;;7
1571;04/30/2025 19:30:00;15,65;61,36;8,25;;;;7
1572;04/30/2025 19:45:00;15,71;62,21;8,52;;;;7
1573;04/30/2025 20:00:00;15,48;63,28;8,55;;;;7
1574;04/30/2025 20:15:00;14,83;66,46;8,66;;;;7
1575;04/30/2025 20:30:00;13,99;68,87;8,38;;;;7
1576;04/30/2025 20:45:00;12,91;72,69;8,14;;;;7
1577;04/30/2025 21:00:00;11,81;76,09;7,74;;;;7
1578;04/30/2025 21:15:00;11,02;79,19;7,57;;;;7
1579;04/30/2025 21:30:00;10,35;80,83;7,21;;;;7
1580;04/30/2025 21:45:00;9,91;83,02;7,17;;;;7
1581;04/30/2025 22:00:00;9,66;83,51;7,01;;;;7
1582;04/30/2025 22:15:00;9,4;84,77;6,98;;;;7
1583;04/30/2025 22:30:00;9,23;85,17;6,88;;;;7
1584;04/30/2025 22:45:00;9,18;85,97;6,96;;;;7
1585;04/30/2025 23:00:00;8,9;85,4;6,59;;;;7
1586;04/30/2025 23:15:00;8,62;85,66;6,36;;;;7
1587;04/30/2025 23:30:00;8,31;85,68;6,06;;;;7
1588;04/30/2025 23:45:00;8,23;86,72;6,16;;;;7
1589;05/01/2025 00:00:00;8,3;87,3;6,32;;;;7
1590;05/01/2025 00:15:00;8,06;87,23;6,08;;;;7
1591;05/01/2025 00:30:00;7,98;87,45;6,03;;;;7
1592;05/01/2025 00:45:00;8,18;88,04;6,33;;;;7
1593;05/01/2025 01:00:00;7,91;87,61;5,99;;;;7
1594;05/01/2025 01:15:00;8;88,04;6,15;;;;7
1595;05/01/2025 01:30:00;7,75;87,64;5,84;;;;7
1596;05/01/2025 01:45:00;7,72;87,91;5,85;;;;7
1597;05/01/2025 02:00:00;7,71;87,89;5,84;;;;7
1598;05/01/2025 02:15:00;7,55;87,85;5,67;;;;7
1599;05/01/2025 02:30:00;7,45;87,9;5,58;;;;7
1600;05/01/2025 02:45:00;6,93;86,86;4,9;;;;7
1601;05/01/2025 03:00:00;6,69;87,32;4,74;;;;7
1602;05/01/2025 03:15:00;6,55;87,76;4,67;;;;7
1603;05/01/2025 03:30:00;6,89;88,49;5,13;;;;7
1604;05/01/2025 03:45:00;6,85;88,52;5,09;;;;7
1605;05/01/2025 04:00:00;6,87;88,67;5,14;;;;7
1606;05/01/2025 04:15:00;6,85;88,75;5,13;;;;7
1607;05/01/2025 04:30:00;6,81;88,87;5,11;;;;7
1608;05/01/2025 04:45:00;6,81;88,94;5,12;;;;7
1609;05/01/2025 05:00:00;6,55;88,77;4,84;;;;7
1610;05/01/2025 05:15:00;6,19;88,54;4,44;;;;7
1611;05/01/2025 05:30:00;6,06;88,65;4,33;;;;7
1612;05/01/2025 05:45:00;6,1;88,82;4,4;;;;7
1613;05/01/2025 06:00:00;6,25;89,05;4,59;;;;7
1614;05/01/2025 06:15:00;6,08;88,95;4,4;;;;7
1615;05/01/2025 06:30:00;6,01;88,95;4,34;;;;7
1616;05/01/2025 06:45:00;6,33;89,24;4,69;;;;7
1617;05/01/2025 07:00:00;6,87;89,55;5,28;;;;7
1618;05/01/2025 07:15:00;7,75;89,88;6,2;;;;7
1619;05/01/2025 07:30:00;9,1;90,27;7,6;;;;7
1620;05/01/2025 07:45:00;10,15;90,16;8,62;;;;7
1621;05/01/2025 08:00:00;11,52;88,83;9,75;;;;7
1622;05/01/2025 08:15:00;12,52;83,58;9,83;;;;7
1623;05/01/2025 08:30:00;13,31;80,8;10,09;;;;7
1624;05/01/2025 08:45:00;13,99;78,61;10,35;;;;7
1625;05/01/2025 09:00:00;14,8;75,16;10,46;;;;7
1626;05/01/2025 09:15:00;15,34;74,19;10,79;;;;7
1627;05/01/2025 09:30:00;15,73;71,12;10,53;;;;7
1628;05/01/2025 09:45:00;16,28;70,89;11,01;;;;7
1629;05/01/2025 10:00:00;16,7;68,91;10,98;;;;7
1630;05/01/2025 10:15:00;17,45;64,99;10,81;;;;7
1631;05/01/2025 10:30:00;18,11;58,72;9,92;;;;7
1632;05/01/2025 10:45:00;18,49;60,62;10,75;;;;7
1633;05/01/2025 11:00:00;19;57,63;10,47;;;;7
1634;05/01/2025 11:15:00;19,26;59;11,07;;;;7
1635;05/01/2025 11:30:00;19,44;54,38;10,01;;;;7
1636;05/01/2025 11:45:00;19,81;57,51;11,19;;;;7
1637;05/01/2025 12:00:00;20,47;52,33;10,39;;;;7
1638;05/01/2025 12:15:00;20,9;55,2;11,6;;;;7
1639;05/01/2025 12:30:00;20,84;49,92;10,02;;;;7
1640;05/01/2025 12:45:00;21,22;47,52;9,64;;;;7
1641;05/01/2025 13:00:00;21,7;46,58;9,78;;;;7
1642;05/01/2025 13:15:00;21,84;46,59;9,92;;;;7
1643;05/01/2025 13:30:00;21,81;45,95;9,68;;;;7
1644;05/01/2025 13:45:00;21,84;44,77;9,32;;;;7
1645;05/01/2025 14:00:00;22,67;47,88;11,08;;;;7
1646;05/01/2025 14:15:00;22,44;48,77;11,15;;;;7
1647;05/01/2025 14:30:00;22,6;49,05;11,37;;;;7
1648;05/01/2025 14:45:00;22,84;46,15;10,68;;;;7
1649;05/01/2025 15:00:00;23,34;43,91;10,38;;;;7
1650;05/01/2025 15:15:00;23,3;45,25;10,81;;;;7
1651;05/01/2025 15:30:00;23,31;44,17;10,45;;;;7
1652;05/01/2025 15:45:00;23,75;40,19;9,44;;;;7
1653;05/01/2025 16:00:00;24,18;41,6;10,34;;;;7
1654;05/01/2025 16:15:00;24,01;38,19;8,91;;;;7
1655;05/01/2025 16:30:00;23,73;42,44;10,23;;;;7
1656;05/01/2025 16:45:00;23,6;48,22;12,04;;;;7
1657;05/01/2025 17:00:00;23,65;40,88;9,59;;;;7
1658;05/01/2025 17:15:00;23,46;45,23;10,95;;;;7
1659;05/01/2025 17:30:00;23,05;48,34;11,57;;;;7
1660;05/01/2025 17:45:00;22,65;47,78;11,03;;;;7
1661;05/01/2025 18:00:00;22,47;48,57;11,11;;;;7
1662;05/01/2025 18:15:00;22,48;46,81;10,56;;;;7
1663;05/01/2025 18:30:00;22,65;45,87;10,42;;;;7
1664;05/01/2025 18:45:00;22,75;46,39;10,67;;;;7
1665;05/01/2025 19:00:00;22,8;41,23;8,96;;;;7
1666;05/01/2025 19:15:00;22,32;43,05;9,17;;;;7
1667;05/01/2025 19:30:00;21,91;43,53;8,96;;;;7
1668;05/01/2025 19:45:00;21,47;48,1;10,05;;;;7
1669;05/01/2025 20:00:00;20,51;52,9;10,6;;;;7
1670;05/01/2025 20:15:00;19,39;55,89;10,37;;;;7
1671;05/01/2025 20:30:00;18,09;57,64;9,62;;;;7
1672;05/01/2025 20:45:00;16,9;61,38;9,44;;;;7
1673;05/01/2025 21:00:00;15,8;63,92;9;;;;7
1674;05/01/2025 21:15:00;14,72;66,73;8,61;;;;7
1675;05/01/2025 21:30:00;13,85;69,7;8,43;;;;7
1676;05/01/2025 21:45:00;13,01;72,65;8,22;;;;7
1677;05/01/2025 22:00:00;12,3;74,61;7,93;;;;7
1678;05/01/2025 22:15:00;11,73;75,7;7,59;;;;7
1679;05/01/2025 22:30:00;11,42;74,5;7,06;;;;7
1680;05/01/2025 22:45:00;11,34;73,7;6,83;;;;7
1681;05/01/2025 23:00:00;11,3;73,15;6,68;;;;7
1682;05/01/2025 23:15:00;11,4;71,78;6,5;;;;7
1683;05/01/2025 23:30:00;11,23;71,51;6,28;;;;7
1684;05/01/2025 23:45:00;11,22;71,89;6,35;;;;7
1685;05/02/2025 00:00:00;11,31;71,94;6,45;;;;7
1686;05/02/2025 00:15:00;11,3;71,96;6,44;;;;7
1687;05/02/2025 00:30:00;11,92;70,06;6,65;;;;7
1688;05/02/2025 00:45:00;12,79;66,72;6,77;;;;7
1689;05/02/2025 01:00:00;13;65,46;6,69;;;;7
1690;05/02/2025 01:15:00;13,19;65,05;6,78;;;;7
1691;05/02/2025 01:30:00;13,44;63,45;6,65;;;;7
1692;05/02/2025 01:45:00;13,52;62,52;6,52;;;;7
1693;05/02/2025 02:00:00;13,94;61,37;6,64;;;;7
1694;05/02/2025 02:15:00;14,19;60,41;6,65;;;;7
1695;05/02/2025 02:30:00;14,14;59,95;6,49;;;;7
1696;05/02/2025 02:45:00;14,24;59,24;6,41;;;;7
1697;05/02/2025 03:00:00;14,08;59,88;6,42;;;;7
1698;05/02/2025 03:15:00;13,56;61,85;6,4;;;;7
1699;05/02/2025 03:30:00;12,87;64,79;6,42;;;;7
1700;05/02/2025 03:45:00;12,25;67,99;6,52;;;;7
1701;05/02/2025 04:00:00;11,61;70,73;6,49;;;;7
1702;05/02/2025 04:15:00;11,53;68,89;6,03;;;;7
1703;05/02/2025 04:30:00;11,85;68,11;6,17;;;;7
1704;05/02/2025 04:45:00;11,98;68,07;6,28;;;;7
1705;05/02/2025 05:00:00;12,4;66,59;6,36;;;;7
1706;05/02/2025 05:15:00;13,88;60,05;6,27;;;;7
1707;05/02/2025 05:30:00;14,34;57,94;6,18;;;;7
1708;05/02/2025 05:45:00;14,5;58,25;6,41;;;;7
1709;05/02/2025 06:00:00;14,28;59,72;6,57;;;;7
1710;05/02/2025 06:15:00;14,8;58,53;6,76;;;;7
1711;05/02/2025 06:30:00;14,74;58,94;6,81;;;;7
1712;05/02/2025 06:45:00;14,38;62,36;7,29;;;;7
1713;05/02/2025 07:00:00;14,24;64,42;7,64;;;;7
1714;05/02/2025 07:15:00;14,87;64,16;8,18;;;;7
1715;05/02/2025 07:30:00;15,42;63,5;8,54;;;;7
1716;05/02/2025 07:45:00;16,01;61,15;8,54;;;;7
1717;05/02/2025 08:00:00;16,24;62,06;8,98;;;;7
1718;05/02/2025 08:15:00;16,47;63,19;9,47;;;;7
1719;05/02/2025 08:30:00;16,76;62,17;9,5;;;;7
1720;05/02/2025 08:45:00;17,03;63,29;10,02;;;;7
1721;05/02/2025 09:00:00;17,28;63,86;10,39;;;;7
1722;05/02/2025 09:15:00;17,44;63,98;10,57;;;;7
1723;05/02/2025 09:30:00;17,72;64,44;10,94;;;;7
1724;05/02/2025 09:45:00;18,11;63,72;11,15;;;;7
1725;05/02/2025 10:00:00;19,18;61,73;11,68;;;;7
1726;05/02/2025 10:15:00;19,65;56,53;10,79;;;;7
1727;05/02/2025 10:30:00;19,6;56,99;10,87;;;;7
1728;05/02/2025 10:45:00;19,79;56,64;10,94;;;;7
1729;05/02/2025 11:00:00;20,4;52,53;10,38;;;;7
1730;05/02/2025 11:15:00;20,5;52,47;10,46;;;;7
1731;05/02/2025 11:30:00;21,11;49,15;10,05;;;;7
1732;05/02/2025 11:45:00;21,67;48,61;10,39;;;;7
1733;05/02/2025 12:00:00;21,59;46,87;9,77;;;;7
1734;05/02/2025 12:15:00;21,98;44,2;9,26;;;;7
1735;05/02/2025 12:30:00;21,1;45,93;9,03;;;;7
1736;05/02/2025 12:45:00;21;45,5;8,79;;;;7
1737;05/02/2025 13:00:00;20,51;45,63;8,39;;;;7
1738;05/02/2025 13:15:00;20,15;46,3;8,28;;;;7
1739;05/02/2025 13:30:00;19,41;48,35;8,24;;;;7
1740;05/02/2025 13:45:00;18,83;54;9,34;;;;7
1741;05/02/2025 14:00:00;18,35;57,89;9,93;;;;7
1742;05/02/2025 14:15:00;17,96;61,64;10,51;;;;7
1743;05/02/2025 14:30:00;18,29;61,62;10,81;;;;7
1744;05/02/2025 14:45:00;18,96;59,18;10,83;;;;7
1745;05/02/2025 15:00:00;19,36;56,97;10,63;;;;7
1746;05/02/2025 15:15:00;19,32;52,86;9,48;;;;7
1747;05/02/2025 15:30:00;18,76;54,4;9,38;;;;7
1748;05/02/2025 15:45:00;16,28;67,13;10,19;;;;7
1749;05/02/2025 16:00:00;14,73;74,77;10,32;;;;7
1750;05/02/2025 16:15:00;14,56;78,46;10,87;;;;7
1751;05/02/2025 16:30:00;15,15;77,14;11,19;;;;7
1752;05/02/2025 16:45:00;15,37;75,54;11,08;;;;7
1753;05/02/2025 17:00:00;15,18;74,4;10,68;;;;7
1754;05/02/2025 17:15:00;15,19;75,17;10,84;;;;7
1755;05/02/2025 17:30:00;15,43;71,98;10,42;;;;7
1756;05/02/2025 17:45:00;15,44;68,51;9,69;;;;7
1757;05/02/2025 18:00:00;15,61;64,42;8,94;;;;7
1758;05/02/2025 18:15:00;15,6;63,32;8,67;;;;7
1759;05/02/2025 18:30:00;15,12;65,52;8,72;;;;7
1760;05/02/2025 18:45:00;14,69;63,66;7,89;;;;7
1761;05/02/2025 19:00:00;14,5;61,19;7,13;;;;7
1762;05/02/2025 19:15:00;14,58;59,19;6,72;;;;7
1763;05/02/2025 19:30:00;14,59;58,83;6,64;;;;7
1764;05/02/2025 19:45:00;14,38;59,42;6,59;;;;7
1765;05/02/2025 20:00:00;13,93;61,11;6,57;;;;7
1766;05/02/2025 20:15:00;13,44;62,66;6,47;;;;7
1767;05/02/2025 20:30:00;13,11;64,15;6,51;;;;7
1768;05/02/2025 20:45:00;12,64;66,14;6,5;;;;7
1769;05/02/2025 21:00:00;11,92;68,97;6,42;;;;7
1770;05/02/2025 21:15:00;11,33;71,72;6,42;;;;7
1771;05/02/2025 21:30:00;10,7;74,4;6,35;;;;7
1772;05/02/2025 21:45:00;10,16;77,2;6,36;;;;7
1773;05/02/2025 22:00:00;10,85;74,02;6,42;;;;7
1774;05/02/2025 22:15:00;11,11;71,7;6,2;;;;7
1775;05/02/2025 22:30:00;11,12;70,45;5,96;;;;7
1776;05/02/2025 22:45:00;10,9;70,08;5,68;;;;7
1777;05/02/2025 23:00:00;10,64;69,91;5,38;;;;7
1778;05/02/2025 23:15:00;10,31;69,79;5,05;;;;7
1779;05/02/2025 23:30:00;10,03;70,12;4,84;;;;7
1780;05/02/2025 23:45:00;9,85;70,49;4,75;;;;7
1781;05/03/2025 00:00:00;9,27;72,03;4,5;;;;7
1782;05/03/2025 00:15:00;9,05;73,79;4,63;;;;7
1783;05/03/2025 00:30:00;9,4;73,98;5,01;;;;7
1784;05/03/2025 00:45:00;9,42;73,86;5,01;;;;7
1785;05/03/2025 01:00:00;9,33;73,96;4,93;;;;7
1786;05/03/2025 01:15:00;9,07;74,86;4,86;;;;7
1787;05/03/2025 01:30:00;8,97;74,88;4,77;;;;7
1788;05/03/2025 01:45:00;8,96;74,66;4,72;;;;7
1789;05/03/2025 02:00:00;9,01;74,68;4,76;;;;7
1790;05/03/2025 02:15:00;8,81;75,45;4,72;;;;7
1791;05/03/2025 02:30:00;8,47;76,96;4,67;;;;7
1792;05/03/2025 02:45:00;8,31;78,07;4,72;;;;7
1793;05/03/2025 03:00:00;8,16;79,4;4,82;;;;7
1794;05/03/2025 03:15:00;8,32;79,6;5,01;;;;7
1795;05/03/2025 03:30:00;8,27;79,56;4,95;;;;7
1796;05/03/2025 03:45:00;7,91;80,5;4,77;;;;7
1797;05/03/2025 04:00:00;7,65;81,87;4,76;;;;7
1798;05/03/2025 04:15:00;7,62;82,39;4,82;;;;7
1799;05/03/2025 04:30:00;7,61;82,74;4,87;;;;7
1800;05/03/2025 04:45:00;7,55;81,87;4,66;;;;7
1801;05/03/2025 05:00:00;7,28;81,58;4,35;;;;7
1802;05/03/2025 05:15:00;6,95;81,43;3,99;;;;7
1803;05/03/2025 05:30:00;6,52;81,6;3,6;;;;7
1804;05/03/2025 05:45:00;5,94;81,26;2,98;;;;7
1805;05/03/2025 06:00:00;5,42;82,91;2,76;;;;7
1806;05/03/2025 06:15:00;5,43;84,81;3,09;;;;7
1807;05/03/2025 06:30:00;5,79;85,42;3,54;;;;7
1808;05/03/2025 06:45:00;6,3;85,57;4,07;;;;7
1809;05/03/2025 07:00:00;7,08;85,69;4,85;;;;7
1810;05/03/2025 07:15:00;8,41;83,82;5,84;;;;7
1811;05/03/2025 07:30:00;8,81;79,97;5,56;;;;7
1812;05/03/2025 07:45:00;9,21;78,59;5,69;;;;7
1813;05/03/2025 08:00:00;9,76;75,14;5,58;;;;7
1814;05/03/2025 08:15:00;10,15;72,69;5,48;;;;7
1815;05/03/2025 08:30:00;10,36;72,09;5,56;;;;7
1816;05/03/2025 08:45:00;10,72;66,89;4,83;;;;7
1817;05/03/2025 09:00:00;11,23;62,56;4,35;;;;7
1818;05/03/2025 09:15:00;11,52;60,13;4,06;;;;7
1819;05/03/2025 09:30:00;11,15;60,01;3,69;;;;7
1820;05/03/2025 09:45:00;11,26;60,69;3,95;;;;7
1821;05/03/2025 10:00:00;12,02;59,4;4,36;;;;7
1822;05/03/2025 10:15:00;12,03;59,15;4,31;;;;7
1823;05/03/2025 10:30:00;12,37;53,51;3,21;;;;7
1824;05/03/2025 10:45:00;12,63;57,94;4,58;;;;7
1825;05/03/2025 11:00:00;12,42;53,12;3,15;;;;7
1826;05/03/2025 11:15:00;12,61;55,93;4,06;;;;7
1827;05/03/2025 11:30:00;12,9;53,89;3,8;;;;7
1828;05/03/2025 11:45:00;12,71;52,69;3,3;;;;7
1829;05/03/2025 12:00:00;13,68;51,34;3,84;;;;7
1830;05/03/2025 12:15:00;13,05;55,94;4,47;;;;7
1831;05/03/2025 12:30:00;13,53;52,21;3,94;;;;7
1832;05/03/2025 12:45:00;14,35;52;4,64;;;;7
1833;05/03/2025 13:00:00;14,86;47,68;3,87;;;;7
1834;05/03/2025 13:15:00;14,22;46,88;3,04;;;;7
1835;05/03/2025 13:30:00;14,41;47,81;3,5;;;;7
1836;05/03/2025 13:45:00;14,28;48,09;3,46;;;;7
1837;05/03/2025 14:00:00;14,66;48,11;3,81;;;;7
1838;05/03/2025 14:15:00;15,07;50,97;5,01;;;;7
1839;05/03/2025 14:30:00;14,57;49,54;4,15;;;;7
1840;05/03/2025 14:45:00;14,57;48,19;3,76;;;;7
1841;05/03/2025 15:00:00;15,17;48,43;4,38;;;;7
1842;05/03/2025 15:15:00;15,55;47,13;4,33;;;;7
1843;05/03/2025 15:30:00;14,91;45,29;3,18;;;;7
